City;Time of data;Day of the year;Hour of the day tstd;Hour of the year m;Time;Temperature (°C);Cloud Cover;Wind Velocity (m/s);Wind Direction;Solar Constant Io  (W/m²);Iglo,hor (W/m²);Iglo,p (W/m²)
Athens;13/10/2019 7:00:35;286;7;6847;*08:00*;17;0;1;north-northwest;1379,638165;120,564394;161,966383
Athens;13/10/2019 7:00:37;286;8;6848;*09:00*;19;0;1;northwest;1379,670311;272,987970;361,744145
Athens;13/10/2019 7:00:39;286;9;6849;*10:00*;21;0;2;north-northwest;1379,702453;433,451109;570,615999
Athens;13/10/2019 7:00:41;286;10;6850;*11:00*;23;0;2;north;1379,734592;558,964833;733,509580
Athens;13/10/2019 7:00:43;286;11;6851;*12:00*;24;0;3;north;1379,766728;615,894465;807,363043
Athens;13/10/2019 7:00:45;286;12;6852;*13:00*;26;0;3;north;1379,798860;588,976619;772,625242
Athens;13/10/2019 7:00:46;286;13;6853;*14:00*;26;0;3;north;1379,830989;485,413764;638,479286
Athens;13/10/2019 7:00:48;286;14;6854;*15:00*;27;0;3;north;1379,863114;332,949076;440,391360
Athens;13/10/2019 7:00:50;286;15;6855;*16:00*;27;0;3;north;1379,895235;172,437327;230,641502
Athens;13/10/2019 7:00:51;286;16;6856;*17:00*;26;0;3;north;1379,927353;46,902221;64,371673
Athens;13/10/2019 7:00:55;286;17;6857;*18:00*;24;0;2;north;1379,959468;0,000000;0,000000
Athens;13/10/2019 7:00:56;286;18;6858;*19:00*;22;0;2;north;1379,991578;0,000000;0,000000
Athens;13/10/2019 7:00:58;286;19;6859;*20:00*;20;0;2;north-northeast;1380,023686;0,000000;0,000000
Athens;13/10/2019 7:01:00;286;20;6860;*21:00*;18;0;2;north;1380,055789;0,000000;0,000000
Athens;13/10/2019 7:01:01;286;21;6861;*22:00*;17;0;2;north;1380,087889;0,000000;0,000000
Athens;13/10/2019 7:01:03;286;22;6862;*23:00*;16;0;2;north-northeast;1380,119986;0,000000;0,000000
Athens;13/10/2019 7:01:05;286;23;6863;*00:00*;16;0;2;north-northeast;1380,152078;0,000000;0,000000
Athens;13/10/2019 7:01:07;286;24;6864;*01:00*;15;0;2;north-northeast;1380,184167;0,000000;0,000000
Athens;14/10/2019 7:01:08;287;1;6865;*02:00*;15;0;2;north-northeast;1380,216252;0,000000;0,000000
Athens;14/10/2019 7:01:10;287;2;6866;*03:00*;14;0;2;north-northeast;1380,248334;0,000000;0,000000
Athens;14/10/2019 7:01:12;287;3;6867;*04:00*;14;0;2;north-northeast;1380,280412;0,000000;0,000000
Athens;14/10/2019 7:01:14;287;4;6868;*05:00*;14;0;2;north-northeast;1380,312486;0,000000;0,000000
Athens;14/10/2019 7:01:15;287;5;6869;*06:00*;14;0;2;north-northeast;1380,344556;0,000000;0,000000
Athens;14/10/2019 7:00:33;287;6;6870;*07:00*;15;0;2;north;1380,376623;17,582110;23,785363
Athens;14/10/2019 7:00:35;287;7;6871;*08:00*;15;0;2;north;1380,408686;118,156651;159,884669
Athens;14/10/2019 7:00:37;287;8;6872;*09:00*;18;0,02;1;north;1380,440745;269,285965;358,742115
Athens;14/10/2019 7:00:39;287;9;6873;*10:00*;21;0,02;1;north-northwest;1380,472800;428,569400;566,680898
Athens;14/10/2019 7:00:41;287;10;6874;*11:00*;23;0;1;northwest;1380,504851;553,122396;728,722858
Athens;14/10/2019 7:00:43;287;11;6875;*12:00*;25;0;1;northwest;1380,536899;609,428376;801,931271
Athens;14/10/2019 7:00:45;287;12;6876;*13:00*;26;0;2;northwest;1380,568942;582,333485;766,884390
Athens;14/10/2019 7:00:46;287;13;6877;*14:00*;27;0;2;north-northwest;1380,600982;479,115576;632,867109
Athens;14/10/2019 7:00:48;287;14;6878;*15:00*;27;0;1;northwest;1380,633018;327,536812;435,391045
Athens;14/10/2019 7:00:49;287;15;6879;*16:00*;27;0;1;northwest;1380,665049;168,401750;226,707541
Athens;14/10/2019 7:00:51;287;16;6880;*17:00*;26;0;0;;1380,697077;44,615302;61,854123
Athens;14/10/2019 7:00:53;287;17;6881;*18:00*;25;0;0;south;1380,729101;0,000000;0,000000
Athens;14/10/2019 7:00:55;287;18;6882;*19:00*;23;0;1;southeast;1380,761121;0,000000;0,000000
Athens;14/10/2019 7:00:57;287;19;6883;*20:00*;22;0;1;north-northeast;1380,793137;0,000000;0,000000
Athens;14/10/2019 7:00:59;287;20;6884;*21:00*;20;0;1;north-northeast;1380,825149;0,000000;0,000000
Athens;14/10/2019 7:01:01;287;21;6885;*22:00*;18;0;2;north-northeast;1380,857157;0,000000;0,000000
Athens;14/10/2019 7:01:03;287;22;6886;*23:00*;17;0;2;north-northeast;1380,889161;0,000000;0,000000
Athens;14/10/2019 7:01:04;287;23;6887;*00:00*;16;0;2;north-northeast;1380,921161;0,000000;0,000000
Athens;14/10/2019 7:01:06;287;24;6888;*01:00*;16;0;2;north-northeast;1380,953156;0,000000;0,000000
Athens;15/10/2019 7:01:08;288;1;6889;*02:00*;16;0;2;north-northeast;1380,985148;0,000000;0,000000
Athens;15/10/2019 7:01:09;288;2;6890;*03:00*;15;0;2;north-northeast;1381,017135;0,000000;0,000000
Athens;15/10/2019 7:01:12;288;3;6891;*04:00*;15;0;2;north-northeast;1381,049119;0,000000;0,000000
Athens;15/10/2019 7:01:13;288;4;6892;*05:00*;15;0;2;north-northeast;1381,081098;0,000000;0,000000
Athens;15/10/2019 7:01:15;288;5;6893;*06:00*;14;0;2;north-northeast;1381,113073;0,000000;0,000000
Athens;15/10/2019 7:00:34;288;6;6894;*07:00*;15;0,01;2;north-northeast;1381,145044;16,767902;22,746241
Athens;15/10/2019 7:00:37;288;7;6895;*08:00*;15;0,01;2;north-northeast;1381,177011;115,756929;157,776512
Athens;15/10/2019 7:00:39;288;8;6896;*09:00*;18;0,01;1;north-northeast;1381,208974;265,586246;355,700190
Athens;15/10/2019 7:00:42;288;9;6897;*10:00*;22;0;1;northwest;1381,240932;423,689953;562,700568
Athens;15/10/2019 7:00:44;288;10;6898;*11:00*;24;0;1;west;1381,272886;547,289910;723,896618
Athens;15/10/2019 7:00:46;288;11;6899;*12:00*;25;0;1;southwest;1381,304836;602,987157;796,476404
Athens;15/10/2019 7:00:49;288;12;6900;*13:00*;26;0;2;south-southwest;1381,336781;575,734403;761,143989
Athens;15/10/2019 7:00:52;288;13;6901;*14:00*;26;0;3;south-southwest;1381,368723;472,880174;627,280126
Athens;15/10/2019 7:00:54;288;14;6902;*15:00*;26;0;3;south-southwest;1381,400660;322,200394;430,435151
Athens;15/10/2019 7:00:57;288;15;6903;*16:00*;25;0;2;south;1381,432592;164,445076;222,826036
Athens;15/10/2019 7:00:59;288;16;6904;*17:00*;25;0;2;south;1381,464520;42,398128;59,382778
Athens;15/10/2019 7:01:02;288;17;6905;*18:00*;24;0;1;south-southeast;1381,496444;0,000000;0,000000
Athens;15/10/2019 7:01:05;288;18;6906;*19:00*;22;0;1;southeast;1381,528364;0,000000;0,000000
Athens;15/10/2019 7:01:07;288;19;6907;*20:00*;21;0;1;east;1381,560279;0,000000;0,000000
Athens;15/10/2019 7:01:10;288;20;6908;*21:00*;20;0;1;north-northeast;1381,592190;0,000000;0,000000
Athens;15/10/2019 7:01:13;288;21;6909;*22:00*;20;0;1;north-northwest;1381,624096;0,000000;0,000000
Athens;15/10/2019 7:01:16;288;22;6910;*23:00*;19;0;1;northwest;1381,655998;0,000000;0,000000
Athens;15/10/2019 7:01:18;288;23;6911;*00:00*;18;0;2;northwest;1381,687896;0,000000;0,000000
Athens;15/10/2019 7:01:21;288;24;6912;*01:00*;18;0;2;northwest;1381,719789;0,000000;0,000000
Athens;16/10/2019 7:01:23;289;1;6913;*02:00*;18;0;1;north-northwest;1381,751677;0,000000;0,000000
Athens;16/10/2019 7:01:25;289;2;6914;*03:00*;18;0;1;north;1381,783561;0,000000;0,000000
Athens;16/10/2019 7:01:27;289;3;6915;*04:00*;18;0;1;north;1381,815441;0,000000;0,000000
Athens;16/10/2019 7:01:30;289;4;6916;*05:00*;18;0;1;north-northeast;1381,847316;0,000000;0,000000
Athens;16/10/2019 7:01:32;289;5;6917;*06:00*;16;0;2;northeast;1381,879186;0,000000;0,000000
Athens;16/10/2019 7:00:34;289;6;6918;*07:00*;15;0;1;north-northeast;1381,911052;16,004144;21,723914
Athens;16/10/2019 7:00:35;289;7;6919;*08:00*;16;0;1;north-northeast;1381,942913;113,366277;155,642960
Athens;16/10/2019 7:00:37;289;8;6920;*09:00*;18;0;1;northeast;1381,974770;261,890609;352,620144
Athens;16/10/2019 7:00:39;289;9;6921;*10:00*;22;0;1;south-southeast;1382,006622;418,815388;558,677706
Athens;16/10/2019 7:00:40;289;10;6922;*11:00*;23;0;2;south-southwest;1382,038469;541,470734;719,034472
Athens;16/10/2019 7:00:42;289;11;6923;*12:00*;24;0;3;south-southwest;1382,070312;596,574626;791,002726
Athens;16/10/2019 7:00:44;289;12;6924;*13:00*;24;0;3;south-southwest;1382,102150;569,183227;755,408557
Athens;16/10/2019 7:00:46;289;13;6925;*14:00*;25;0;3;south-southwest;1382,133984;466,710952;621,722538
Athens;16/10/2019 7:00:47;289;14;6926;*15:00*;25;0;2;south-southwest;1382,165812;316,942278;425,527033
Athens;16/10/2019 7:00:49;289;15;6927;*16:00*;25;0;2;south;1382,197636;160,568476;218,999094
Athens;16/10/2019 7:00:51;289;16;6928;*17:00*;24;0;2;south;1382,229456;40,250435;56,958326
Athens;16/10/2019 7:00:53;289;17;6929;*18:00*;23;0;2;south-southeast;1382,261270;0,000000;0,000000
Athens;16/10/2019 7:00:54;289;18;6930;*19:00*;21;0;1;east-southeast;1382,293080;0,000000;0,000000
Athens;16/10/2019 7:00:56;289;19;6931;*20:00*;20;0;1;northeast;1382,324885;0,000000;0,000000
Athens;16/10/2019 7:00:58;289;20;6932;*21:00*;20;0,01;1;north;1382,356685;0,000000;0,000000
Athens;16/10/2019 7:01:00;289;21;6933;*22:00*;19;0;1;north;1382,388480;0,000000;0,000000
Athens;16/10/2019 7:01:02;289;22;6934;*23:00*;19;0;1;northwest;1382,420271;0,000000;0,000000
Athens;16/10/2019 7:01:03;289;23;6935;*00:00*;19;0;1;north-northwest;1382,452056;0,000000;0,000000
Athens;16/10/2019 7:01:05;289;24;6936;*01:00*;18;0;1;north;1382,483837;0,000000;0,000000
Athens;17/10/2019 7:01:07;290;1;6937;*02:00*;19;0;1;north-northeast;1382,515613;0,000000;0,000000
Athens;17/10/2019 7:01:09;290;2;6938;*03:00*;18;0,03;1;north-northeast;1382,547384;0,000000;0,000000
Athens;17/10/2019 7:01:10;290;3;6939;*04:00*;16;0,02;1;north-northeast;1382,579150;0,000000;0,000000
Athens;17/10/2019 7:01:12;290;4;6940;*05:00*;16;0,03;2;north-northeast;1382,610912;0,000000;0,000000
Athens;17/10/2019 7:01:14;290;5;6941;*06:00*;16;0,01;2;northeast;1382,642668;0,000000;0,000000
Athens;17/10/2019 7:00:34;290;6;6942;*07:00*;16;0,29;2;northeast;1382,674419;15,295188;20,721924
Athens;17/10/2019 7:00:36;290;7;6943;*08:00*;17;0,43;2;northeast;1382,706165;107,316895;134,763982
Athens;17/10/2019 7:00:37;290;8;6944;*09:00*;19;0,54;1;northeast;1382,737907;224,200878;295,078009
Athens;17/10/2019 7:00:39;290;9;6945;*10:00*;21;0,39;0;south;1382,769643;354,790754;469,192595
Athens;17/10/2019 7:00:41;290;10;6946;*11:00*;22;0,2;1;southwest;1382,801374;535,668205;714,140082
Athens;17/10/2019 7:00:43;290;11;6947;*12:00*;23;0,18;1;southwest;1382,833101;590,194552;785,514535
Athens;17/10/2019 7:00:45;290;12;6948;*13:00*;24;0,08;2;south-southwest;1382,864822;562,683732;749,682585
Athens;17/10/2019 7:00:47;290;13;6949;*14:00*;25;0,06;3;south-southwest;1382,896538;460,611191;616,198486
Athens;17/10/2019 7:00:49;290;14;6950;*15:00*;25;0,13;3;south-southwest;1382,928249;311,764795;420,669957
Athens;17/10/2019 7:00:52;290;15;6951;*16:00*;24;0,15;2;south-southwest;1382,959955;156,772996;215,228731
Athens;17/10/2019 7:00:54;290;16;6952;*17:00*;24;0,24;2;south;1382,991656;38,171851;54,581381
Athens;17/10/2019 7:00:56;290;17;6953;*18:00*;23;0,33;1;south-southeast;1383,023351;0,000000;0,000000
Athens;17/10/2019 7:00:58;290;18;6954;*19:00*;22;0,23;1;east-southeast;1383,055042;0,000000;0,000000
Athens;17/10/2019 7:01:00;290;19;6955;*20:00*;21;0,18;1;east;1383,086727;0,000000;0,000000
Athens;17/10/2019 7:01:01;290;20;6956;*21:00*;20;0,16;1;east-northeast;1383,118407;0,000000;0,000000
Athens;17/10/2019 7:01:03;290;21;6957;*22:00*;20;0,06;1;northeast;1383,150082;0,000000;0,000000
Athens;17/10/2019 7:01:05;290;22;6958;*23:00*;19;0,02;1;northeast;1383,181752;0,000000;0,000000
Athens;17/10/2019 7:01:07;290;23;6959;*00:00*;19;0,07;1;north;1383,213416;0,000000;0,000000
Athens;17/10/2019 7:01:09;290;24;6960;*01:00*;19;0,02;1;north;1383,245076;0,000000;0,000000
Athens;18/10/2019 7:01:11;291;1;6961;*02:00*;19;0,02;1;north;1383,276730;0,000000;0,000000
Athens;18/10/2019 7:01:13;291;2;6962;*03:00*;18;0,05;1;north-northeast;1383,308378;0,000000;0,000000
Athens;18/10/2019 7:01:15;291;3;6963;*04:00*;18;0,06;1;north-northeast;1383,340022;0,000000;0,000000
Athens;18/10/2019 7:01:16;291;4;6964;*05:00*;18;0,09;1;north-northeast;1383,371660;0,000000;0,000000
Athens;18/10/2019 7:01:18;291;5;6965;*06:00*;18;0,08;1;north-northeast;1383,403292;0,000000;0,000000
Athens;18/10/2019 7:00:34;291;6;6966;*07:00*;17;0,02;1;northeast;1383,434920;14,645421;19,743841
Athens;18/10/2019 7:00:36;291;7;6967;*08:00*;18;0,07;1;northeast;1383,466542;108,616394;151,304123
Athens;18/10/2019 7:00:39;291;8;6968;*09:00*;20;0,07;1;north-northwest;1383,498158;254,518814;346,353131
Athens;18/10/2019 7:00:42;291;9;6969;*10:00*;21;0,12;1;west-southwest;1383,529769;409,091402;550,515517
Athens;18/10/2019 7:00:44;291;10;6970;*11:00*;22;0,24;2;southwest;1383,561375;529,885639;709,217148
Athens;18/10/2019 7:00:47;291;11;6971;*12:00*;23;0,27;2;southwest;1383,592975;583,850652;780,016139
Athens;18/10/2019 7:00:49;291;12;6972;*13:00*;24;0,23;2;southwest;1383,624570;556,239605;743,970535
Athens;18/10/2019 7:00:52;291;13;6973;*14:00*;24;0,23;2;southwest;1383,656160;454,584062;610,712045
Athens;18/10/2019 7:00:54;291;14;6974;*15:00*;24;0,52;2;south-southwest;1383,687744;264,133212;350,533597
Athens;18/10/2019 7:00:56;291;15;6975;*16:00*;24;0,59;3;south-southwest;1383,719322;139,240536;180,663091
Athens;18/10/2019 7:00:59;291;16;6976;*17:00*;23;0,62;2;south-southwest;1383,750895;54,951951;58,687887
Athens;18/10/2019 7:01:01;291;17;6977;*18:00*;22;0,38;1;south-southwest;1383,782463;0,000000;0,000000
Athens;18/10/2019 7:01:03;291;18;6978;*19:00*;21;0,27;0;west-southwest;1383,814024;0,000000;0,000000
Athens;18/10/2019 7:01:06;291;19;6979;*20:00*;21;0,23;1;east;1383,845581;0,000000;0,000000
Athens;18/10/2019 7:01:08;291;20;6980;*21:00*;20;0,42;1;east;1383,877131;0,000000;0,000000
Athens;18/10/2019 7:01:11;291;21;6981;*22:00*;20;0,51;1;east-northeast;1383,908676;0,000000;0,000000
Athens;18/10/2019 7:01:13;291;22;6982;*23:00*;19;0,41;1;northeast;1383,940216;0,000000;0,000000
Athens;18/10/2019 7:01:16;291;23;6983;*00:00*;19;0,43;1;northeast;1383,971750;0,000000;0,000000
Athens;18/10/2019 7:01:18;291;24;6984;*01:00*;18;0,42;1;north-northeast;1384,003278;0,000000;0,000000
Athens;19/10/2019 7:01:21;292;1;6985;*02:00*;18;0,48;2;north-northeast;1384,034801;0,000000;0,000000
Athens;19/10/2019 7:01:23;292;2;6986;*03:00*;18;0,48;2;north-northeast;1384,066318;0,000000;0,000000
Athens;19/10/2019 7:01:26;292;3;6987;*04:00*;18;0,45;2;north-northeast;1384,097829;0,000000;0,000000
Athens;19/10/2019 7:00:33;292;4;6988;*05:00*;18;0,48;1;northeast;1384,129334;0,000000;0,000000
Athens;19/10/2019 7:00:35;292;5;6989;*06:00*;18;0,42;2;north-northeast;1384,160834;0,000000;0,000000
Athens;19/10/2019 7:00:36;292;6;6990;*07:00*;17;0,41;1;north-northeast;1384,192328;17,608842;16,667780
Athens;19/10/2019 7:00:38;292;7;6991;*08:00*;17;0,13;1;northeast;1384,223816;106,259284;149,101193
Athens;19/10/2019 7:00:39;292;8;6992;*09:00*;19;0,02;1;north-northeast;1384,255299;250,846285;343,170041
Athens;19/10/2019 7:00:41;292;9;6993;*10:00*;21;0,02;1;east;1384,286775;404,247217;546,381902
Athens;19/10/2019 7:00:42;292;10;6994;*11:00*;22;0,3;1;south-southeast;1384,318246;524,126324;704,269413
Athens;19/10/2019 7:00:44;292;11;6995;*12:00*;23;0,44;2;south-southeast;1384,349711;493,416564;656,768538
Athens;19/10/2019 7:00:46;292;12;6996;*13:00*;24;0,66;2;south;1384,381171;469,708629;625,555035
Athens;19/10/2019 7:00:47;292;13;6997;*14:00*;23;0,67;1;south-southwest;1384,412624;366,315704;452,389811
Athens;19/10/2019 7:00:50;292;14;6998;*15:00*;23;0,57;2;south-southwest;1384,444071;259,632489;346,038142
Athens;19/10/2019 7:00:52;292;15;6999;*16:00*;23;0,39;2;south-southwest;1384,475513;136,207392;177,383236
Athens;19/10/2019 7:00:54;292;16;7000;*17:00*;23;0,3;1;south-southwest;1384,506949;34,220022;49,972118
Athens;19/10/2019 7:00:56;292;17;7001;*18:00*;22;0,12;1;south-southwest;1384,538379;0,000000;0,000000
Athens;19/10/2019 7:00:58;292;18;7002;*19:00*;22;0,07;1;southwest;1384,569802;0,000000;0,000000
Athens;19/10/2019 7:01:00;292;19;7003;*20:00*;21;0,02;0;;1384,601220;0,000000;0,000000
Athens;19/10/2019 7:01:01;292;20;7004;*21:00*;21;0,02;0;east-northeast;1384,632632;0,000000;0,000000
;19/10/2019 7:01:01;292;21;7005;;;;;;1384,664038;0,000000;0,000000
;19/10/2019 7:01:01;292;22;7006;;;;;;1384,695438;0,000000;0,000000
Athens;19/10/2019 7:01:03;292;23;7007;*00:00*;19;0,48;1;northeast;1384,726832;0,000000;0,000000
Athens;19/10/2019 7:01:05;292;24;7008;*01:00*;18;0,5;1;northeast;1384,758220;0,000000;0,000000
Athens;20/10/2019 7:01:07;293;1;7009;*02:00*;18;0,5;2;north-northeast;1384,789602;0,000000;0,000000
Athens;20/10/2019 7:01:08;293;2;7010;*03:00*;17;0,44;2;north-northeast;1384,820978;0,000000;0,000000
Athens;20/10/2019 7:01:10;293;3;7011;*04:00*;17;0,39;2;north-northeast;1384,852347;0,000000;0,000000
Athens;20/10/2019 7:01:12;293;4;7012;*05:00*;17;0,39;1;north-northeast;1384,883711;0,000000;0,000000
Athens;20/10/2019 7:00:33;293;5;7013;*06:00*;17;0,32;2;north-northeast;1384,915068;0,000000;0,000000
Athens;20/10/2019 7:00:35;293;6;7014;*07:00*;17;0,46;1;north-northeast;1384,946420;14,119472;13,351652
Athens;20/10/2019 7:00:38;293;7;7015;*08:00*;17;0,39;1;north-northeast;1384,977765;101,590530;128,748302
Athens;20/10/2019 7:00:40;293;8;7016;*09:00*;18;0,16;1;north-northeast;1385,009104;247,185089;339,956580
Athens;20/10/2019 7:00:43;293;9;7017;*10:00*;21;0,07;0;south-southeast;1385,040437;399,418380;542,217173
Athens;20/10/2019 7:00:45;293;10;7018;*11:00*;23;0,02;1;south-southwest;1385,071764;518,393513;699,300645
Athens;20/10/2019 7:00:48;293;11;7019;*12:00*;24;0,06;2;south-southwest;1385,103084;571,285950;769,005979
Athens;20/10/2019 7:00:50;293;12;7020;*13:00*;25;0,19;3;south-southwest;1385,134398;543,531759;732,605863
Athens;20/10/2019 7:00:53;293;13;7021;*14:00*;25;0,27;3;south-southwest;1385,165706;442,759803;599,867940
Athens;20/10/2019 7:00:55;293;14;7022;*15:00*;25;0,26;2;south-southwest;1385,197008;296,737527;406,436328
Athens;20/10/2019 7:00:58;293;15;7023;*16:00*;25;0,2;2;south-southwest;1385,228304;145,881863;204,275908
Athens;20/10/2019 7:01:00;293;16;7024;*17:00*;25;0,14;2;south;1385,259593;32,345544;47,740683
Athens;20/10/2019 7:01:03;293;17;7025;*18:00*;24;0,09;1;south-southeast;1385,290876;0,000000;0,000000
Athens;20/10/2019 7:01:05;293;18;7026;*19:00*;22;0,04;1;east-southeast;1385,322152;0,000000;0,000000
Athens;20/10/2019 7:01:08;293;19;7027;*20:00*;22;0,02;1;east-northeast;1385,353422;0,000000;0,000000
Athens;20/10/2019 7:01:11;293;20;7028;*21:00*;21;0,01;1;north-northeast;1385,384686;0,000000;0,000000
Athens;20/10/2019 7:01:13;293;21;7029;*22:00*;20;0;1;north;1385,415944;0,000000;0,000000
;20/10/2019 7:01:13;293;22;7030;;;;;;1385,447195;0,000000;0,000000
Athens;20/10/2019 7:01:16;293;23;7031;*00:00*;18;0;2;north-northeast;1385,478439;0,000000;0,000000
Athens;20/10/2019 7:01:18;293;24;7032;*01:00*;18;0;2;north-northeast;1385,509678;0,000000;0,000000
Athens;21/10/2019 7:01:20;294;1;7033;*02:00*;17;0;2;north-northeast;1385,540910;0,000000;0,000000
Athens;21/10/2019 7:01:23;294;2;7034;*03:00*;17;0;2;north-northeast;1385,572135;0,000000;0,000000
Athens;21/10/2019 7:01:26;294;3;7035;*04:00*;16;0;2;north;1385,603354;0,000000;0,000000
Athens;21/10/2019 7:01:28;294;4;7036;*05:00*;16;0,01;2;north;1385,634566;0,000000;0,000000
Athens;21/10/2019 7:01:31;294;5;7037;*06:00*;16;0,02;3;north-northeast;1385,665772;0,000000;0,000000
Athens;21/10/2019 7:00:34;294;6;7038;*07:00*;17;0,03;3;north-northeast;1385,696972;13,088144;16,983397
Athens;21/10/2019 7:00:35;294;7;7039;*08:00*;17;0,02;3;north;1385,728165;101,586034;144,634559
Athens;21/10/2019 7:00:37;294;8;7040;*09:00*;20;0,02;3;north-northeast;1385,759351;243,537041;336,714827
Athens;21/10/2019 7:00:39;294;9;7041;*10:00*;22;0;3;north-northeast;1385,790531;394,607480;538,024314
Athens;21/10/2019 7:00:40;294;10;7042;*11:00*;24;0;3;north-northeast;1385,821704;512,690425;694,314642
Athens;21/10/2019 7:00:42;294;11;7043;*12:00*;26;0;3;north;1385,852870;565,072277;763,502824
Athens;21/10/2019 7:00:44;294;12;7044;*13:00*;27;0;3;north;1385,884030;537,274957;726,961967
Athens;21/10/2019 7:00:46;294;13;7045;*14:00*;27;0;3;north;1385,915184;436,968433;594,518061
Athens;21/10/2019 7:00:47;294;14;7046;*15:00*;28;0;3;north;1385,946330;291,903327;401,814306
Athens;21/10/2019 7:00:50;294;15;7047;*16:00*;27;0;3;north;1385,977471;142,418859;200,750205
Athens;21/10/2019 7:00:51;294;16;7048;*17:00*;27;0;3;north;1386,008604;30,537721;45,558530
Athens;21/10/2019 7:00:53;294;17;7049;*18:00*;25;0;3;north;1386,039731;0,000000;0,000000
Athens;21/10/2019 7:00:55;294;18;7050;*19:00*;23;0;3;north;1386,070851;0,000000;0,000000
Athens;21/10/2019 7:00:57;294;19;7051;*20:00*;21;0;3;north;1386,101964;0,000000;0,000000
Athens;21/10/2019 7:00:58;294;20;7052;*21:00*;20;0;3;north;1386,133070;0,000000;0,000000
Athens;21/10/2019 7:01:00;294;21;7053;*22:00*;20;0;3;north;1386,164170;0,000000;0,000000
Athens;21/10/2019 7:01:02;294;22;7054;*23:00*;19;0;3;north;1386,195263;0,000000;0,000000
Athens;21/10/2019 7:01:04;294;23;7055;*00:00*;18;0;3;north;1386,226349;0,000000;0,000000
Athens;21/10/2019 7:01:05;294;24;7056;*01:00*;18;0;2;north;1386,257429;0,000000;0,000000
Athens;22/10/2019 7:01:07;295;1;7057;*02:00*;17;0;2;north;1386,288501;0,000000;0,000000
Athens;22/10/2019 7:01:09;295;2;7058;*03:00*;17;0;2;north;1386,319567;0,000000;0,000000
Athens;22/10/2019 7:01:10;295;3;7059;*04:00*;17;0,01;2;north;1386,350626;0,000000;0,000000
Athens;22/10/2019 7:01:12;295;4;7060;*05:00*;17;0,01;3;north;1386,381678;0,000000;0,000000
Athens;22/10/2019 7:01:14;295;5;7061;*06:00*;17;0,01;3;north;1386,412723;0,000000;0,000000
Athens;22/10/2019 7:00:33;295;6;7062;*07:00*;18;0,01;3;north;1386,443761;12,958038;16,279709
Athens;22/10/2019 7:00:36;295;7;7063;*08:00*;18;0,01;3;north;1386,474792;99,004913;141,990423
Athens;22/10/2019 7:00:38;295;8;7064;*09:00*;20;0,01;3;north;1386,505817;239,339801;332,662796
Athens;22/10/2019 7:00:40;295;9;7065;*10:00*;22;0,01;3;north;1386,536834;388,944818;532,611885
Athens;22/10/2019 7:00:43;295;10;7066;*11:00*;23;0,02;4;north-northeast;1386,567845;505,910063;687,805889
Athens;22/10/2019 7:00:46;295;11;7067;*12:00*;24;0;5;north-northeast;1386,598848;557,694093;756,358945
Athens;22/10/2019 7:00:49;295;12;7068;*13:00*;25;0;5;north-northeast;1386,629845;529,928552;719,775489
Athens;22/10/2019 7:00:51;295;13;7069;*14:00*;26;0;6;north-northeast;1386,660834;430,304587;587,914341
Athens;22/10/2019 7:00:54;295;14;7070;*15:00*;26;0;6;north-northeast;1386,691817;286,497612;396,342637
Athens;22/10/2019 7:00:56;295;15;7071;*16:00*;25;0;5;north-northeast;1386,722792;138,687945;196,789712
Athens;22/10/2019 7:00:59;295;16;7072;*17:00*;24;0;5;north-northeast;1386,753760;28,686021;43,260511
Athens;22/10/2019 7:01:02;295;17;7073;*18:00*;22;0;4;north-northeast;1386,784722;0,000000;0,000000
Athens;22/10/2019 7:01:04;295;18;7074;*19:00*;21;0;3;north-northeast;1386,815676;0,000000;0,000000
Athens;22/10/2019 7:01:06;295;19;7075;*20:00*;20;0;3;north-northeast;1386,846623;0,000000;0,000000
Athens;22/10/2019 7:01:09;295;20;7076;*21:00*;19;0;2;north-northeast;1386,877563;0,000000;0,000000
Athens;22/10/2019 7:01:11;295;21;7077;*22:00*;18;0;3;north-northeast;1386,908496;0,000000;0,000000
Athens;22/10/2019 7:01:13;295;22;7078;*23:00*;18;0;3;north;1386,939421;0,000000;0,000000
Athens;22/10/2019 7:01:15;295;23;7079;*00:00*;18;0;3;north;1386,970340;0,000000;0,000000
Athens;22/10/2019 7:01:17;295;24;7080;*01:00*;18;0,01;3;north;1387,001251;0,000000;0,000000
Athens;23/10/2019 7:01:20;296;1;7081;*02:00*;18;0,01;3;north;1387,032155;0,000000;0,000000
Athens;23/10/2019 7:01:22;296;2;7082;*03:00*;17;0,02;3;north-northeast;1387,063052;0,000000;0,000000
Athens;23/10/2019 7:01:24;296;3;7083;*04:00*;17;0,04;3;north-northeast;1387,093942;0,000000;0,000000
Athens;23/10/2019 7:00:34;296;4;7084;*05:00*;17;0,11;3;north-northeast;1387,124824;0,000000;0,000000
Athens;23/10/2019 7:00:36;296;5;7085;*06:00*;17;0,09;3;north-northeast;1387,155699;0,000000;0,000000
Athens;23/10/2019 7:00:39;296;6;7086;*07:00*;17;0,07;3;north-northeast;1387,186567;12,889254;15,602520
Athens;23/10/2019 7:00:41;296;7;7087;*08:00*;17;0,07;3;north-northeast;1387,217427;96,451175;139,339769
Athens;23/10/2019 7:00:44;296;8;7088;*09:00*;18;0,09;2;north-northeast;1387,248281;235,176269;328,602187
