City;Time of data;Day of the year;Hour of the day tstd;Hour of the year m;Time;Temperature (°C);Cloud Cover;Wind Velocity (m/s);Wind Direction;Solar Constant Io  (W/m²);Iglo,hor (W/m²);Iglo,p (W/m²)
Athens;17/5/2019 0:14:57;137;24;3288;1:00 am;16,66666667;0,26;0,44704;NNW;1342,585883;0,000000;0,000000
Athens;18/5/2019 0:14:57;138;1;3289;2:00 am;15,55555556;0,21;0,44704;NNW;1342,561802;0,000000;0,000000
Athens;18/5/2019 0:15:02;138;2;3290;3:00 am;15;0,18;0,44704;NNW;1342,537737;0,000000;0,000000
Athens;18/5/2019 0:15:08;138;3;3291;4:00 am;13,88888889;0,03;1,34112;NNW;1342,513688;0,000000;0,000000
Athens;18/5/2019 0:15:12;138;4;3292;5:00 am;13,88888889;0,08;1,34112;NNW;1342,489654;0,000000;0,000000
Athens;18/5/2019 0:15:16;138;5;3293;6:00 am;13,33333333;0,12;1,34112;NNW;1342,465636;0,000000;0,000000
Athens;18/5/2019 0:15:19;138;6;3294;7:00 am;14,44444444;0,11;1,34112;NW;1342,441634;39,626221;55,563335
Athens;18/5/2019 0:15:23;138;7;3295;8:00 am;17,22222222;0,08;0,44704;NW;1342,417648;162,592404;172,010146
Athens;18/5/2019 0:15:26;138;8;3296;9:00 am;20;0,08;0,44704;WNW;1342,393677;348,865829;315,608240
Athens;18/5/2019 0:15:30;138;9;3297;10:00 am;22,22222222;0,21;0,89408;W;1342,369722;570,015809;542,637295
Athens;18/5/2019 0:15:34;138;10;3298;11:00 am;23,33333333;0,3;1,78816;SW;1342,345783;785,785068;781,040645
Athens;18/5/2019 0:15:38;138;11;3299;12:00 pm;24,44444444;0,27;2,68224;SW;1342,321859;953,629990;969,770805
Athens;18/5/2019 0:15:41;138;12;3300;1:00 pm;25;0,43;3,57632;SSW;1342,297952;913,432951;936,289141
Athens;18/5/2019 0:15:43;138;13;3301;2:00 pm;25,55555556;0,52;4,02336;SSW;1342,274060;900,338879;921,349725
Athens;18/5/2019 0:15:46;138;14;3302;3:00 pm;25,55555556;0,66;4,4704;SSW;1342,250184;801,601014;809,670196
Athens;18/5/2019 0:15:48;138;15;3303;4:00 pm;25;0,66;4,4704;SSW;1342,226323;638,246693;627,060616
Athens;18/5/2019 0:15:51;138;16;3304;5:00 pm;24,44444444;0,6;4,4704;SSW;1342,202479;444,360823;415,163352
Athens;18/5/2019 0:15:53;138;17;3305;6:00 pm;23,88888889;0,56;4,4704;S;1342,178650;258,980970;243,544369
Athens;18/5/2019 0:15:55;138;18;3306;7:00 pm;22,77777778;0,62;4,02336;SSW;1342,154838;117,618807;127,174104
Athens;18/5/2019 0:15:58;138;19;3307;8:00 pm;21,66666667;0,81;2,68224;S;1342,131041;26,311051;24,939659
Athens;18/5/2019 0:16:00;138;20;3308;9:00 pm;20,55555556;0,93;1,78816;S;1342,107260;0,000000;0,000000
Athens;18/5/2019 0:16:02;138;21;3309;10:00 pm;20;0,97;1,34112;SE;1342,083495;0,000000;0,000000
Athens;18/5/2019 0:16:05;138;22;3310;11:00 pm;19,44444444;0,97;0,89408;SSE;1342,059746;0,000000;0,000000
Athens;18/5/2019 0:16:08;138;23;3311;;;;;;1342,036012;0,000000;0,000000
Athens;18/5/2019 0:16:11;138;24;3312;1:00 am;20,55555556;0,56;0;NE;1342,012295;0,000000;0,000000
Athens;19/5/2019 0:14:56;139;1;3313;2:00 am;19,44444444;0,55;0;ENE;1341,988594;0,000000;0,000000
Athens;19/5/2019 0:14:58;139;2;3314;3:00 am;19,44444444;0,64;0;SE;1341,964908;0,000000;0,000000
Athens;19/5/2019 0:15:00;139;3;3315;4:00 am;17,22222222;0,78;0,89408;ESE;1341,941239;0,000000;0,000000
Athens;19/5/2019 0:15:03;139;4;3316;5:00 am;16,66666667;0,67;0,89408;E;1341,917585;0,000000;0,000000
Athens;19/5/2019 0:15:05;139;5;3317;6:00 am;16,66666667;0,61;0,89408;ESE;1341,893948;0,000000;0,000000
Athens;19/5/2019 0:15:07;139;6;3318;7:00 am;16,66666667;0,64;0,89408;SE;1341,870326;57,866323;63,632826
Athens;19/5/2019 0:15:09;139;7;3319;8:00 am;18,33333333;0,71;1,34112;SSE;1341,846721;170,493730;167,807186
Athens;19/5/2019 0:15:11;139;8;3320;9:00 am;20,55555556;0,79;1,78816;SSE;1341,823131;302,206407;279,306580
Athens;19/5/2019 0:15:13;139;9;3321;10:00 am;22,22222222;0,78;2,68224;SSE;1341,799558;451,403862;427,527173
Athens;19/5/2019 0:15:15;139;10;3322;11:00 am;22,77777778;0,88;3,57632;SSE;1341,776000;593,886910;579,418397
Athens;19/5/2019 0:15:17;139;11;3323;12:00 pm;23,33333333;0,95;4,4704;SSE;1341,752459;703,488246;698,682484
Athens;19/5/2019 0:15:19;139;12;3324;1:00 pm;23,88888889;0,83;5,36448;SSE;1341,728934;758,997257;759,683860
Athens;19/5/2019 0:15:22;139;13;3325;2:00 pm;24,44444444;0,81;5,81152;S;1341,705425;749,415769;749,075892
Athens;19/5/2019 0:15:24;139;14;3326;3:00 pm;24,44444444;0,77;5,81152;S;1341,681932;676,667711;669,203220
Athens;19/5/2019 0:15:26;139;15;3327;4:00 pm;24,44444444;0,74;5,81152;SSE;1341,658455;555,121189;537,500433
Athens;19/5/2019 0:15:28;139;16;3328;5:00 pm;24,44444444;0,75;5,36448;SSE;1341,634994;408,040913;382,037658
Athens;19/5/2019 0:15:30;139;17;3329;6:00 pm;23,88888889;0,78;4,91744;SSE;1341,611549;261,783972;246,761224
Athens;19/5/2019 0:15:32;139;18;3330;7:00 pm;22,77777778;0,7;4,02336;SSE;1341,588121;138,297047;137,805163
Athens;19/5/2019 0:15:35;139;19;3331;8:00 pm;21,66666667;0,65;3,12928;SSE;1341,564709;38,595245;38,906863
Athens;19/5/2019 0:15:37;139;20;3332;9:00 pm;20,55555556;0,66;2,68224;SE;1341,541312;0,000000;0,000000
Athens;19/5/2019 0:15:40;139;21;3333;10:00 pm;19,44444444;0,69;2,2352;ESE;1341,517932;0,000000;0,000000
Athens;19/5/2019 0:15:42;139;22;3334;11:00 pm;18,88888889;0,69;1,78816;SE;1341,494569;0,000000;0,000000
Athens;19/5/2019 0:15:44;139;23;3335;;;;;;1341,471221;0,000000;0,000000
Athens;19/5/2019 0:15:47;139;24;3336;1:00 am;20;0,34;1,78816;N;1341,447890;0,000000;0,000000
Athens;20/5/2019 0:14:57;140;1;3337;2:00 am;18,88888889;0,45;1,34112;NW;1341,424574;0,000000;0,000000
Athens;20/5/2019 0:14:58;140;2;3338;3:00 am;18,33333333;0,52;1,34112;WNW;1341,401276;0,000000;0,000000
Athens;20/5/2019 0:15:00;140;3;3339;4:00 am;16,11111111;0,66;0,89408;WNW;1341,377993;0,000000;0,000000
Athens;20/5/2019 0:15:02;140;4;3340;5:00 am;15,55555556;0,68;0,89408;WNW;1341,354727;0,000000;0,000000
Athens;20/5/2019 0:15:04;140;5;3341;6:00 am;15;0,68;0,44704;WNW;1341,331476;0,000000;0,000000
Athens;20/5/2019 0:15:06;140;6;3342;7:00 am;15;0,67;0,44704;WNW;1341,308243;65,607908;64,240072
Athens;20/5/2019 0:15:08;140;7;3343;8:00 am;17,77777778;0,73;0,44704;W;1341,285025;171,578410;169,068555
Athens;20/5/2019 0:15:10;140;8;3344;9:00 am;20,55555556;0,75;0,44704;WSW;1341,261824;303,449598;280,796847
Athens;20/5/2019 0:15:12;140;9;3345;10:00 am;22,22222222;0,81;1,34112;WSW;1341,238639;452,767710;428,226199
Athens;20/5/2019 0:15:14;140;10;3346;11:00 am;23,88888889;0,89;2,2352;WSW;1341,215471;595,333370;580,082426
Athens;20/5/2019 0:15:16;140;11;3347;12:00 pm;25;0,95;3,12928;WSW;1341,192318;704,996411;699,325876
Athens;20/5/2019 0:15:18;140;12;3348;1:00 pm;25,55555556;0,9;3,57632;WSW;1341,169183;760,559297;760,344614
Athens;20/5/2019 0:15:20;140;13;3349;2:00 pm;25,55555556;0,81;3,12928;SW;1341,146063;751,025392;749,797446
Athens;20/5/2019 0:15:22;140;14;3350;3:00 pm;25;0,75;3,12928;SW;1341,122960;678,306756;670,013756
Athens;20/5/2019 0:15:24;140;15;3351;4:00 pm;25;0,91;3,12928;SSW;1341,099874;556,749481;538,396334
Athens;20/5/2019 0:15:26;140;16;3352;5:00 pm;25,55555556;0,88;3,12928;SSW;1341,076803;409,593771;382,976803
Athens;20/5/2019 0:15:28;140;17;3353;6:00 pm;25;0,88;3,57632;SSW;1341,053750;263,181907;248,345780
Athens;20/5/2019 0:15:30;140;18;3354;7:00 pm;23,88888889;0,87;3,12928;SSW;1341,030712;139,494516;139,154518
Athens;20/5/2019 0:15:32;140;19;3355;8:00 pm;22,77777778;0,87;2,2352;SSW;1341,007691;30,241488;28,722527
Athens;20/5/2019 0:15:34;140;20;3356;9:00 pm;21,66666667;0,88;1,78816;SSW;1340,984687;0,000000;0,000000
Athens;20/5/2019 0:15:36;140;21;3357;10:00 pm;21,11111111;0,9;1,34112;WSW;1340,961699;0,000000;0,000000
Athens;20/5/2019 0:15:38;140;22;3358;11:00 pm;20,55555556;0,92;0,89408;WNW;1340,938727;0,000000;0,000000
Athens;20/5/2019 0:15:40;140;23;3359;;;;;;1340,915772;0,000000;0,000000
Athens;20/5/2019 0:15:42;140;24;3360;11:00 pm;20;0,6;0;WNW;1340,892834;0,000000;0,000000
Athens;21/5/2019 0:14:55;141;1;3361;2:00 am;18,88888889;0,5;1,34112;WNW;1340,869912;0,000000;0,000000
Athens;21/5/2019 0:16:43;141;2;3362;3:00 am;18,33333333;0,58;1,34112;W;1340,847006;0,000000;0,000000
Athens;21/5/2019 0:16:45;141;3;3363;4:00 am;17,22222222;0,89;0,89408;WNW;1340,824117;0,000000;0,000000
Athens;21/5/2019 0:16:47;141;4;3364;5:00 am;16,66666667;0,74;0,89408;NW;1340,801245;0,000000;0,000000
Athens;21/5/2019 0:16:49;141;5;3365;6:00 am;16,11111111;0,46;0,89408;NW;1340,778389;0,000000;0,000000
Athens;21/5/2019 0:16:51;141;6;3366;7:00 am;16,66666667;0,44;0,44704;WNW;1340,755550;59,039636;65,575159
Athens;21/5/2019 0:16:53;141;7;3367;8:00 am;18,33333333;0,45;0,44704;W;1340,732727;155,466867;162,315305
Athens;21/5/2019 0:16:56;141;8;3368;9:00 am;21,11111111;0,48;0,89408;SW;1340,709921;314,229697;287,076029
Athens;21/5/2019 0:16:58;141;9;3369;10:00 am;22,77777778;0,53;1,34112;SW;1340,687132;507,061583;479,398975
Athens;21/5/2019 0:17:00;141;10;3370;11:00 am;23,88888889;0,6;2,2352;SW;1340,664359;696,738709;687,690618
Athens;21/5/2019 0:17:02;141;11;3371;12:00 pm;25;0,65;2,68224;SSW;1340,641603;844,857491;853,414962
Athens;21/5/2019 0:17:04;141;12;3372;1:00 pm;26,11111111;0,7;3,12928;SSW;1340,618864;762,061083;760,964642
Athens;21/5/2019 0:17:06;141;13;3373;2:00 pm;26,66666667;0,72;4,02336;SW;1340,596141;752,585226;750,489541
Athens;21/5/2019 0:17:09;141;14;3374;3:00 pm;27,22222222;0,91;4,02336;SW;1340,573435;679,906853;670,805008
Athens;21/5/2019 0:17:11;141;15;3375;4:00 pm;26,11111111;0,94;4,4704;SSW;1340,550745;558,348467;539,280284
Athens;21/5/2019 0:17:14;141;16;3376;5:00 pm;25,55555556;0,94;4,4704;SSW;1340,528072;411,124937;383,907794
Athens;21/5/2019 0:17:16;141;17;3377;6:00 pm;25;0,93;4,02336;SSW;1340,505416;264,563638;249,908525
Athens;21/5/2019 0:17:18;141;18;3378;7:00 pm;24,44444444;0,91;3,57632;SW;1340,482777;140,678282;140,488448
Athens;21/5/2019 0:17:21;141;19;3379;8:00 pm;23,33333333;0,88;2,68224;SW;1340,460154;32,111850;30,535152
Athens;21/5/2019 0:17:23;141;20;3380;9:00 pm;22,22222222;0,79;1,78816;WSW;1340,437548;0,000000;0,000000
Athens;21/5/2019 0:17:26;141;21;3381;10:00 pm;21,11111111;0,69;1,78816;WNW;1340,414959;0,000000;0,000000
Athens;21/5/2019 0:17:28;141;22;3382;11:00 pm;20;0,51;2,2352;WNW;1340,392387;0,000000;0,000000
Athens;21/5/2019 0:17:30;141;23;3383;;;;;;1340,369831;0,000000;0,000000
Athens;21/5/2019 0:17:33;141;24;3384;1:00 am;20,55555556;0,38;1,34112;NW;1340,347292;0,000000;0,000000
Athens;22/5/2019 0:14:56;142;1;3385;2:00 am;18,88888889;0,44;1,34112;NW;1340,324770;0,000000;0,000000
Athens;22/5/2019 0:14:58;142;2;3386;3:00 am;18,33333333;0,49;1,34112;NW;1340,302265;0,000000;0,000000
Athens;22/5/2019 0:15:00;142;3;3387;4:00 am;16,11111111;0,75;1,34112;NW;1340,279776;0,000000;0,000000
Athens;22/5/2019 0:15:02;142;4;3388;5:00 am;15,55555556;0,78;1,34112;NW;1340,257305;0,000000;0,000000
Athens;22/5/2019 0:15:04;142;5;3389;6:00 am;15,55555556;0,8;0,89408;NNW;1340,234850;0,000000;0,000000
Athens;22/5/2019 0:15:05;142;6;3390;7:00 am;15,55555556;0,9;0,89408;NW;1340,212412;67,824470;66,627056
Athens;22/5/2019 0:15:07;142;7;3391;8:00 am;17,77777778;0,91;0,44704;WNW;1340,189991;173,583342;171,439310
Athens;22/5/2019 0:15:09;142;8;3392;9:00 am;20,55555556;0,98;0,89408;WNW;1340,167587;305,760473;283,603591
Athens;22/5/2019 0:15:11;142;9;3393;10:00 am;22,77777778;0,98;1,34112;NNW;1340,145200;455,325338;429,490909
Athens;22/5/2019 0:15:13;142;10;3394;11:00 am;23,33333333;0,97;1,78816;SW;1340,122830;598,075269;581,310615
Athens;22/5/2019 0:15:15;142;11;3395;12:00 pm;23,88888889;0,96;2,68224;SSW;1340,100476;707,890368;700,553505
Athens;22/5/2019 0:15:17;142;12;3396;1:00 pm;24,44444444;0,95;2,68224;SSW;1340,078140;763,593519;761,647352
Athens;22/5/2019 0:15:19;142;13;3397;2:00 pm;25;0,93;2,68224;SSW;1340,055820;754,184616;751,253586
Athens;22/5/2019 0:15:21;142;14;3398;3:00 pm;25,55555556;0,91;3,12928;SSW;1340,033517;681,546125;671,664045
Athens;22/5/2019 0:15:22;142;15;3399;4:00 pm;25,55555556;0,91;3,12928;SSW;1340,011232;559,976388;540,213923
Athens;22/5/2019 0:15:25;142;16;3400;5:00 pm;25;0,92;3,12928;SSW;1339,988963;412,666122;384,858231
Athens;22/5/2019 0:15:26;142;17;3401;6:00 pm;25;0,9;3,12928;S;1339,966711;265,931681;251,452192
Athens;22/5/2019 0:15:28;142;18;3402;7:00 pm;23,88888889;0,88;2,68224;SSW;1339,944477;141,831904;141,806127
Athens;22/5/2019 0:15:30;142;19;3403;8:00 pm;22,77777778;0,83;2,2352;SSW;1339,922259;33,997881;32,373802
Athens;22/5/2019 0:15:32;142;20;3404;9:00 pm;21,66666667;0,94;1,34112;SSW;1339,900058;0,000000;0,000000
Athens;22/5/2019 0:15:34;142;21;3405;10:00 pm;20,55555556;0,96;1,34112;WSW;1339,877875;0,000000;0,000000
Athens;22/5/2019 0:15:35;142;22;3406;11:00 pm;19,44444444;0,95;1,34112;WNW;1339,855708;0,000000;0,000000
Athens;22/5/2019 0:15:37;142;23;3407;;;;;;1339,833559;0,000000;0,000000
Athens;22/5/2019 0:15:39;142;24;3408;1:00 am;20,55555556;0,84;2,68224;W;1339,811426;0,000000;0,000000
Athens;23/5/2019 0:14:57;143;1;3409;2:00 am;19,44444444;0,83;2,68224;WSW;1339,789311;0,000000;0,000000
Athens;23/5/2019 0:14:59;143;2;3410;3:00 am;18,88888889;0,76;2,2352;WSW;1339,767212;0,000000;0,000000
Athens;23/5/2019 0:15:01;143;3;3411;4:00 am;17,77777778;0,77;1,34112;WSW;1339,745131;0,000000;0,000000
Athens;23/5/2019 0:15:02;143;4;3412;5:00 am;17,22222222;0,8;0,89408;W;1339,723067;0,000000;0,000000
Athens;23/5/2019 0:15:04;143;5;3413;6:00 am;16,66666667;0,89;0,89408;W;1339,701020;0,000000;0,000000
Athens;23/5/2019 0:15:06;143;6;3414;7:00 am;16,66666667;0,59;0,89408;W;1339,678990;60,144029;67,398224
Athens;23/5/2019 0:15:08;143;7;3415;8:00 am;18,33333333;0,37;0,89408;WSW;1339,656977;157,575977;165,229119
Athens;23/5/2019 0:15:10;143;8;3416;9:00 am;20,55555556;0,04;0,89408;SW;1339,634982;358,457193;328,279568
Athens;23/5/2019 0:15:11;143;9;3417;10:00 am;22,22222222;0,04;1,34112;SW;1339,613003;580,826944;546,863414
Athens;23/5/2019 0:15:13;143;10;3418;11:00 am;23,88888889;0,01;1,78816;SW;1339,591042;797,282772;784,843739
Athens;23/5/2019 0:15:15;143;11;3419;12:00 pm;25;0;2,2352;SSW;1339,569098;965,573287;973,231490
Athens;23/5/2019 0:15:17;143;12;3420;1:00 pm;26,11111111;0;3,12928;SSW;1339,547171;1051,441523;1070,169943
Athens;23/5/2019 0:15:19;143;13;3421;2:00 pm;26,66666667;0,01;3,57632;SSW;1339,525262;1037,061983;1053,807916
Athens;23/5/2019 0:15:20;143;14;3422;3:00 pm;27,22222222;0,01;4,02336;SSW;1339,503369;925,458959;927,868259
Athens;23/5/2019 0:15:22;143;15;3423;4:00 pm;26,66666667;0,01;4,02336;S;1339,481494;739,747503;720,689503
Athens;23/5/2019 0:15:24;143;16;3424;5:00 pm;26,11111111;0,01;4,4704;S;1339,459636;517,397911;477,995887
Athens;23/5/2019 0:15:25;143;17;3425;6:00 pm;25;0,01;4,4704;S;1339,437795;301,030145;286,035665
Athens;23/5/2019 0:15:27;143;18;3426;7:00 pm;23,88888889;0;4,02336;S;1339,415972;128,148418;145,786550
Athens;23/5/2019 0:15:29;143;19;3427;8:00 pm;22,22222222;0;2,68224;S;1339,394166;23,800118;36,545325
Athens;23/5/2019 0:15:30;143;20;3428;9:00 pm;21,11111111;0;1,78816;S;1339,372377;0,000000;0,000000
Athens;23/5/2019 0:15:32;143;21;3429;10:00 pm;20;0,03;1,34112;W;1339,350605;0,000000;0,000000
Athens;23/5/2019 0:15:34;143;22;3430;11:00 pm;19,44444444;0,1;1,34112;WNW;1339,328851;0,000000;0,000000
Athens;23/5/2019 0:15:36;143;23;3431;;;;;;1339,307114;0,000000;0,000000
Athens;23/5/2019 0:15:37;143;24;3432;1:00 am;20,55555556;0,26;0,89408;WNW;1339,285395;0,000000;0,000000
Athens;24/5/2019 0:14:57;144;1;3433;;;;;;1339,263692;0,000000;0,000000
Athens;24/5/2019 0:17:37;144;2;3434;3:00 am;18,33333333;0,17;1,78816;NW;1339,242007;0,000000;0,000000
Athens;24/5/2019 0:20:12;144;3;3435;4:00 am;16,11111111;0;2,2352;NW;1339,220340;0,000000;0,000000
Athens;24/5/2019 0:20:14;144;4;3436;5:00 am;15,55555556;0;1,78816;NW;1339,198690;0,000000;0,000000
Athens;24/5/2019 0:20:16;144;5;3437;6:00 am;15;0;1,78816;NW;1339,177057;0,000000;0,000000
Athens;24/5/2019 0:20:17;144;6;3438;7:00 am;15;0,01;1,34112;NW;1339,155442;45,202399;63,635737
Athens;24/5/2019 0:20:19;144;7;3439;8:00 am;17,22222222;0,01;1,34112;NW;1339,133844;171,516833;183,784526
Athens;24/5/2019 0:20:21;144;8;3440;9:00 am;20;0,02;1,34112;NW;1339,112263;360,114385;330,543606
Athens;24/5/2019 0:20:22;144;9;3441;10:00 am;21,66666667;0,05;1,34112;NW;1339,090700;582,661156;547,468710
Athens;24/5/2019 0:20:24;144;10;3442;11:00 am;23,33333333;0,16;2,68224;WNW;1339,069154;799,217201;785,344118
Athens;24/5/2019 0:20:25;144;11;3443;12:00 pm;23,88888889;0,19;3,12928;W;1339,047626;967,592438;973,673640
Athens;24/5/2019 0:20:27;144;12;3444;1:00 pm;24,44444444;0,31;3,12928;W;1339,026116;1053,570554;1070,663485
Athens;24/5/2019 0:20:29;144;13;3445;2:00 pm;23,88888889;0,61;3,12928;WNW;1339,004622;914,040260;926,358009
Athens;24/5/2019 0:20:30;144;14;3446;3:00 pm;23,88888889;0,91;3,57632;NW;1338,983147;684,710883;673,329233
Athens;24/5/2019 0:20:32;144;15;3447;4:00 pm;23,88888889;0,94;3,12928;WNW;1338,961688;563,145184;542,047724
Athens;24/5/2019 0:20:34;144;16;3448;5:00 pm;23,88888889;0,86;2,68224;WSW;1338,940248;415,682333;386,734776
Athens;24/5/2019 0:20:35;144;17;3449;6:00 pm;24,44444444;0,77;2,68224;WSW;1338,918824;268,616589;254,470879
Athens;24/5/2019 0:20:37;144;18;3450;7:00 pm;23,33333333;0,75;2,68224;WSW;1338,897419;144,093682;144,390283
Athens;24/5/2019 0:20:39;144;19;3451;8:00 pm;22,77777778;0,6;2,2352;WSW;1338,876031;43,401898;45,252526
Athens;24/5/2019 0:20:40;144;20;3452;9:00 pm;21,66666667;0,58;1,78816;WSW;1338,854660;0,000000;0,000000
Athens;24/5/2019 0:20:42;144;21;3453;10:00 pm;20;0,57;1,78816;W;1338,833307;0,000000;0,000000
Athens;24/5/2019 0:20:43;144;22;3454;11:00 pm;19,44444444;0,5;1,78816;WNW;1338,811972;0,000000;0,000000
Athens;24/5/2019 0:20:45;144;23;3455;;;;;;1338,790654;0,000000;0,000000
Athens;24/5/2019 0:20:47;144;24;3456;1:00 am;19,44444444;0,24;4,4704;NW;1338,769353;0,000000;0,000000
Athens;25/5/2019 0:14:57;145;1;3457;2:00 am;18,33333333;0,19;4,02336;WNW;1338,748071;0,000000;0,000000
Athens;25/5/2019 0:14:59;145;2;3458;3:00 am;17,77777778;0,17;3,12928;WNW;1338,726806;0,000000;0,000000
Athens;25/5/2019 0:15:01;145;3;3459;4:00 am;16,11111111;0;0,89408;NW;1338,705558;0,000000;0,000000
Athens;25/5/2019 0:15:02;145;4;3460;5:00 am;15,55555556;0;0,89408;NW;1338,684329;0,000000;0,000000
Athens;25/5/2019 0:15:04;145;5;3461;6:00 am;15;0;0,89408;NW;1338,663117;0,000000;0,000000
Athens;25/5/2019 0:15:06;145;6;3462;7:00 am;15,55555556;0;0,89408;WNW;1338,641922;46,020410;64,846912
Athens;25/5/2019 0:15:08;145;7;3463;8:00 am;17,77777778;0;0,89408;W;1338,620745;172,792056;185,517727
Athens;25/5/2019 0:15:10;145;8;3464;9:00 am;20,55555556;0;0,89408;W;1338,599586;361,679419;332,710957
Athens;25/5/2019 0:15:12;145;9;3465;10:00 am;22,22222222;0,01;1,34112;WSW;1338,578445;584,389851;547,999941
Athens;25/5/2019 0:15:15;145;10;3466;11:00 am;23,88888889;0,08;2,2352;SW;1338,557321;801,043278;785,773405
Athens;25/5/2019 0:15:17;145;11;3467;12:00 pm;25;0,08;2,68224;SSW;1338,536215;969,509317;974,056095
Athens;25/5/2019 0:15:19;145;12;3468;1:00 pm;26,11111111;0,14;3,12928;SSW;1338,515127;1055,609415;1071,113215
Athens;25/5/2019 0:15:21;145;13;3469;2:00 pm;26,11111111;0,3;4,02336;SSW;1338,494057;1041,524564;1055,113510
Athens;25/5/2019 0:15:22;145;14;3470;3:00 pm;26,66666667;0,49;4,4704;SSW;1338,473004;817,719775;816,467558
Athens;25/5/2019 0:15:24;145;15;3471;4:00 pm;26,11111111;0,53;4,4704;S;1338,451969;654,172180;634,735830
Athens;25/5/2019 0:15:26;145;16;3472;5:00 pm;25;0,43;4,4704;S;1338,430952;459,093370;422,912443
Athens;25/5/2019 0:15:28;145;17;3473;6:00 pm;24,44444444;0,4;4,4704;S;1338,409952;271,163754;258,355055
Athens;25/5/2019 0:15:30;145;18;3474;7:00 pm;23,33333333;0,31;4,02336;S;1338,388971;131,324248;149,736939
Athens;25/5/2019 0:15:32;145;19;3475;8:00 pm;22,22222222;0,18;2,68224;S;1338,368007;25,136348;38,903595
Athens;25/5/2019 0:15:34;145;20;3476;9:00 pm;20,55555556;0,09;1,78816;S;1338,347061;0,000000;0,000000
Athens;25/5/2019 0:15:36;145;21;3477;10:00 pm;20;0,07;1,34112;SSE;1338,326133;0,000000;0,000000
Athens;25/5/2019 0:15:38;145;22;3478;11:00 pm;18,88888889;0,08;0,89408;W;1338,305223;0,000000;0,000000
Athens;25/5/2019 0:15:40;145;23;3479;;;;;;1338,284330;0,000000;0,000000
Athens;25/5/2019 0:15:42;145;24;3480;1:00 am;20;0,33;0;NNW;1338,263456;0,000000;0,000000
Athens;26/5/2019 0:14:56;146;1;3481;2:00 am;18,88888889;0,34;0;NNW;1338,242599;0,000000;0,000000
Athens;26/5/2019 0:14:58;146;2;3482;3:00 am;18,33333333;0,38;0;NNW;1338,221760;0,000000;0,000000
Athens;26/5/2019 0:15:00;146;3;3483;4:00 am;16,66666667;0,74;0,44704;NNW;1338,200939;0,000000;0,000000
Athens;26/5/2019 0:15:01;146;4;3484;5:00 am;16,66666667;0,71;0,44704;N;1338,180136;0,000000;0,000000
Athens;26/5/2019 0:15:03;146;5;3485;6:00 am;16,11111111;0,74;0,44704;NNW;1338,159351;0,000000;0,000000
Athens;26/5/2019 0:15:05;146;6;3486;7:00 am;16,66666667;0,76;0;NW;1338,138584;71,592364;70,777002
Athens;26/5/2019 0:15:07;146;7;3487;8:00 am;19,44444444;0,78;0;WNW;1338,117834;176,960847;175,568946
Athens;26/5/2019 0:15:08;146;8;3488;9:00 am;21,66666667;0,67;0;SE;1338,097103;309,665357;288,507755
Athens;26/5/2019 0:15:10;146;9;3489;10:00 am;23,33333333;0,49;0,89408;ESE;1338,076390;514,916571;482,030045
Athens;26/5/2019 0:15:11;146;10;3490;11:00 am;25;0,26;2,2352;SE;1338,055694;802,762212;786,133756
Athens;26/5/2019 0:15:13;146;11;3491;12:00 pm;26,11111111;0,17;3,12928;SSE;1338,035017;971,325294;974,381191
Athens;26/5/2019 0:15:14;146;12;3492;1:00 pm;26,66666667;0,11;3,57632;SSE;1338,014357;1057,559350;1071,521319
Athens;26/5/2019 0:15:16;146;13;3493;2:00 pm;26,66666667;0,07;4,4704;SSE;1337,993716;1043,643657;1055,726484
Athens;26/5/2019 0:15:17;146;14;3494;3:00 pm;26,66666667;0,07;4,4704;S;1337,973092;932,490973;930,578530
Athens;26/5/2019 0:15:19;146;15;3495;4:00 pm;26,11111111;0,11;4,4704;S;1337,952487;747,017994;724,147970
Athens;26/5/2019 0:15:20;146;16;3496;5:00 pm;26,11111111;0,09;4,4704;S;1337,931900;524,468701;481,840085
Athens;26/5/2019 0:15:22;146;17;3497;6:00 pm;25,55555556;0,15;4,02336;S;1337,911330;307,280788;293,496259
Athens;26/5/2019 0:15:23;146;18;3498;7:00 pm;25;0,18;3,12928;S;1337,890779;132,885294;151,667392
Athens;26/5/2019 0:15:25;146;19;3499;8:00 pm;23,33333333;0,34;2,2352;S;1337,870246;44,967339;47,492138
Athens;26/5/2019 0:15:26;146;20;3500;9:00 pm;22,22222222;0,46;1,34112;SSW;1337,849731;0,000000;0,000000
Athens;26/5/2019 0:15:28;146;21;3501;10:00 pm;21,11111111;0,37;0,89408;SE;1337,829233;0,000000;0,000000
Athens;26/5/2019 0:15:30;146;22;3502;11:00 pm;20;0,27;0,44704;NNW;1337,808755;0,000000;0,000000
Athens;26/5/2019 0:15:31;146;23;3503;;;;;;1337,788294;0,000000;0,000000
Athens;26/5/2019 0:15:33;146;24;3504;1:00 am;22,22222222;0,38;0;N;1337,767851;0,000000;0,000000
Athens;27/5/2019 0:15:01;147;1;3505;2:00 am;21,11111111;0,54;0;NNE;1337,747426;0,000000;0,000000
Athens;27/5/2019 0:15:02;147;2;3506;3:00 am;20;0,65;0;NNE;1337,727020;0,000000;0,000000
Athens;27/5/2019 0:15:04;147;3;3507;4:00 am;17,22222222;0,64;0,89408;NNE;1337,706631;0,000000;0,000000
